,,,,,,,,,,,,,,Classification path,Level 1 label,Level 1 probability
UgxQurITfgezx9BKUzx4AaABAg,Retroactive Continuity,1 month ago,1510962238255,"Now why would this kids buttocks be bare around another man, especially when he himself is the masseuse?",4,false,0,,,,,,,/Negative/,Negative,0.914
Ugz4iX3U6LKRfUNfKkZ4AaABAg,LitAfuseiCantStop,1 month ago,1510962238258,I've run into John Travolta many times (he owns a vacation home not far from where I live) & the things I've seen now make so much sense- I'm not surprised at these allegations.,3,true,1,,,,,,,/Positive/,Positive,0.582
,,,,,,,,Ugz4iX3U6LKRfUNfKkZ4AaABAg.8Zy_o_dB9zD8Zy_xIjZl3a,Imperial stats,1 month ago,1510962238604,LitAfuseiCantStop what did you see Did he turn into nick cage,1,/Neutral/,Neutral,0.859
UgwUigxpGAx90_vfe-B4AaABAg,Moloch,1 month ago,1510962238262,Aren't all actors gay? Have you seen the kids who take theatre in school? Gayer than male cheerleaders,3,true,1,,,,,,,/Negative/,Negative,0.602
,,,,,,,,UgwUigxpGAx90_vfe-B4AaABAg.8Zy_oZLzpa-8Zyb2HNUGIl,Anita Safespace,1 month ago,1510962238616,Moloch so true,0,/Positive/,Positive,1
Ugz9mhvLf1GNdgpWfd54AaABAg,Ken Able,1 month ago,1510962238265,"Why are they calling him “GAY”? He’s married and has been with plenty of women...So if anything, he’s Bisexual...NOT GAY",9,false,0,,,,,,,/Negative/,Negative,0.75
UgwMa8351uiTGeZI2Yh4AaABAg,LupeJustinian,1 month ago,1510962239389,"Didn't Travolta also cruise a gym, too?",1,true,3,,,,,,,/Positive/,Positive,0.984
,,,,,,,,UgwMa8351uiTGeZI2Yh4AaABAg.8Zy_o3tm4U98Zyaa3gyry-,Don,1 month ago,1510962239766,"Yeah, there have been stories about him trying to pick men in gyms in the middle of the night.",1,/Negative/,Negative,0.814
,,,,,,,,UgwMa8351uiTGeZI2Yh4AaABAg.8Zy_o3tm4U98ZybWgGKl4G,TollFree999,1 month ago,1510962239768,"Are you implying Tom was in on it too, since he's also a Scientology member?",0,/Neutral/,Neutral,0.562
,,,,,,,,UgwMa8351uiTGeZI2Yh4AaABAg.8Zy_o3tm4U98ZyiG2T6oOZ,LupeJustinian,1 month ago,1510962239771,TollFree999 lol,0,/Positive/,Positive,0.998
Ugy5vGqrkZhb69n3eSV4AaABAg,Khan Singh,1 month ago,1510962239393,Travolta is gay? Isn't he married to a woman?,4,true,2,,,,,,,/Negative/,Negative,0.771
,,,,,,,,Ugy5vGqrkZhb69n3eSV4AaABAg.8Zy_maet8KN8Zya4ibm5T8,The Real Lobster,1 month ago,1510962239788,Khan Singh yes he had kids to. Doesn't mean he can't be gay.,0,/Negative/,Negative,0.779
,,,,,,,,Ugy5vGqrkZhb69n3eSV4AaABAg.8Zy_maet8KN8ZydMHtKoB8,Mere Dumais,1 month ago,1510962239791,"Khan Singh Kelly Preston is a very  willing, very wealthy ""beard"" - as are many Hollywood wives (and husbands). Being married to someone of the opposite sex and/or having kids are not necessarily indicators of any given celebrity's sexual orientation. Many remain deeply closeted.",0,/Negative/,Negative,0.564
Ugwwrov3G62JEjHcXPF4AaABAg,Terence Heesch,1 month ago,1510962239397,"John Travolta has a very ""harsh"" looking face...he almost has a ""Maniac Cop"" look about him (google it)...so, the mental images this story is giving me are frankly, quite disturbing...",4,true,1,,,,,,,/Positive/,Positive,0.688
,,,,,,,,Ugwwrov3G62JEjHcXPF4AaABAg.8Zy_lcDRLOH8Zy_w1pk9nc,Black Phillip,1 month ago,1510962239838,Terence Heesch LMAO rip Robert z'dar,0,/Negative/,Negative,0.941
Ugyw611nfGuPicrkrwd4AaABAg,Tee Jay,1 month ago,1510962239402,I knew he was gay they are all gay!!!,1,false,0,,,,,,,/Positive/,Positive,0.58
Ugzt4jNkQToF1EP6ozx4AaABAg,gratex,1 month ago,1510962239405,The thetans made him do it,6,true,1,,,,,,,/Positive/,Positive,0.988
,,,,,,,,Ugzt4jNkQToF1EP6ozx4AaABAg.8Zy_fufMlDF8ZyaS6T_t-A,Kurtis C.,1 month ago,1510962239779,I curse the name of Lord Xenu!,0,/Negative/,Negative,0.807
UgxodOWNOF9j9bFPw9N4AaABAg,rich Oneplanet,1 month ago,1510962239410,"The masseur followed him in the steam room, removed his towel and said yes I want to feel how Your massage feels? Uh huh. Sounds kinda inappropriately consensual. The hotel stayed open late for Travolta and this masseur didn’t know? Uh huh - even I’ve heard Travolta’s gay and I live almost at the Arctic Circle. What a naive birdbrain.",2,false,0,,,,,,,/Negative/,Negative,0.711
UgyRt5OMsv3P567e-6J4AaABAg,Ismael De Leon Jr,1 month ago,1510962239413,my coworker told me he had a friend that had that actor tell him similar thing but...i dont know if its true but this makes it more credible ... but dont take my word on this,1,false,0,,,,,,,/Negative/,Negative,0.98
UgyAtxX6gapPfcjPMoR4AaABAg,SoccerFitBeast48,1 month ago,1510962239416,It doesn't sound like he did anything wrong. Maybe made the guy feel a lil awkward which is gross but he never did anything without consent. Travolta gets a pass on the sexual battery but doesn't get a pass for being kinda creepy. Lol,1,false,0,,,,,,,/Negative/,Negative,0.984
Ugw4CjFlYh87CC7A78V4AaABAg,Ingrid P,1 month ago,1510962239419,Every day there is a famous guy accused of this or that... who’s next? Obama? DiCaprio? Cenk?,0,true,3,,,,,,,/Positive/,Positive,0.734
,,,,,,,,Ugw4CjFlYh87CC7A78V4AaABAg.8Zy_aAFg-Hy8Zya037yDT3,YamiGirl,1 month ago,1510962239800,Ingrid P obummer,0,/Positive/,Positive,0.994
,,,,,,,,Ugw4CjFlYh87CC7A78V4AaABAg.8Zy_aAFg-Hy8ZyaguW8bre,Don,1 month ago,1510962239803,Kushner and the 2 Trump boys.,0,/Positive/,Positive,0.936
,,,,,,,,Ugw4CjFlYh87CC7A78V4AaABAg.8Zy_aAFg-Hy8ZyaxarjCGQ,Numinous123,1 month ago,1510962239806,"Yeah!  Next thing you know Trump is going to admit he wants to have sex with his daughter, or that he sexually assaults women, or has sexually harassed underage girls during beauty pageants (all things Trump's admitted).  Bill Oreilly will be accused of sexually harassing women, or beating his wife! (oh wait.... Oreilly had to pay out tens of millions of dollars because he harassed women.... and Oreilly actually is wife beater.)   Unlike those things you said about Obama, Dicaprio and Cenk with are just hateful fantasies of yours because you hate the idea of anyone being remotely liberal or non-white.

It almost sounds like you're a hypocritical loser.  But that can't be.... can it?  You'd have to be a real moron, and I'm sure you're really smart (That's sarcasm, dumbass).",1,/Negative/,Negative,0.838
Ugy4rKQCY1tblVR3WxR4AaABAg,yabang man,1 month ago,1510962239423,Who cares old BS prove it.,1,true,1,,,,,,,/Negative/,Negative,0.998
,,,,,,,,Ugy4rKQCY1tblVR3WxR4AaABAg.8Zy_YyIT0S88ZyidoscA2o,Jeremy Black,1 month ago,1510962239754,It is proved. The report was filed. What are you talking about?,0,/Negative/,Negative,0.971
UgwfXCOGeh1C2u9UI5Z4AaABAg,Nestor Gonzalez,1 month ago,1510962239429,"Oh Wiat it's Scientology, blame it of the gay radar, its rig.",0,false,0,,,,,,,/Negative/,Negative,0.967
UgyA-UGSIX3UZhkwxyJ4AaABAg,Ken Able,1 month ago,1510962239432,I bet Ana is a F’ng ANIMAL in the sack!!,3,false,0,,,,,,,/Positive/,Positive,0.646
Ugx8hCG8GwdsZ5p2vr94AaABAg,bakslashr,1 month ago,1510962239436,Travolta is 1.1,0,false,0,,,,,,,/Positive/,Positive,0.607
UgyVmeKLm3k5YY1AXwR4AaABAg,Acoustic Silk,1 month ago,1510962239439,I love The Young Turks! I wear my TYT hat all the time.,4,true,4,,,,,,,/Positive/,Positive,0.998
,,,,,,,,UgyVmeKLm3k5YY1AXwR4AaABAg.8Zy_L3FAWBP8ZyaFOUdrxn,jogdogfrog,1 month ago,1510962239879,"Aww, I'm sorry",0,/Negative/,Negative,0.998
,,,,,,,,UgyVmeKLm3k5YY1AXwR4AaABAg.8Zy_L3FAWBP8ZyaNXJZDjG,Armory Kittington,1 month ago,1510962239881,Who doesn't?,3,/Negative/,Negative,0.658
,,,,,,,,UgyVmeKLm3k5YY1AXwR4AaABAg.8Zy_L3FAWBP8ZybwaRzg71,KingTekins,1 month ago,1510962239884,bot,0,/Negative/,Negative,0.975
,,,,,,,,UgyVmeKLm3k5YY1AXwR4AaABAg.8Zy_L3FAWBP8ZywX_-4gjo,Valhalla,1 month ago,1510962239903,This is the saddest thing I have read in a decade.,0,/Positive/,Positive,0.984
Ugy39JxLXazwA-NjIy94AaABAg,Dennis Staughton,1 month ago,1510962239443,Well we could've set out watches by this one. . .,2,false,0,,,,,,,/Negative/,Negative,0.479
Ugwj78-ZkzvU5e9kWph4AaABAg,Dave K,1 month ago,1510962239446,It was dropped because we all know Scientology has deep connections in the Los Angeles police department. Time has shown.,1,false,0,,,,,,,/Positive/,Positive,0.684
Ugycq3d0rXcJQLHKUKh4AaABAg,AboutMyFathersWork Always,1 month ago,1510962239449,Everyone seems surprised that Hollywood is full of perverts. You can watch almost any move and see that these people are sexual deviants.,3,true,6,,,,,,,/Positive/,Positive,0.996
,,,,,,,,Ugycq3d0rXcJQLHKUKh4AaABAg.8Zy_EjMFYcW8Zy_RoJNLMK,Dennis Staughton,1 month ago,1510962239853,"AboutMyFathersWork Always yeah, just like listening to televangelists and politicians...",0,/Positive/,Positive,0.994
,,,,,,,,Ugycq3d0rXcJQLHKUKh4AaABAg.8Zy_EjMFYcW8Zy_VoI3H7W,Mark Danis,1 month ago,1510962239856,It's not just Hollywood there is that Fella in Alabama .,0,/Neutral/,Neutral,0.963
,,,,,,,,Ugycq3d0rXcJQLHKUKh4AaABAg.8Zy_EjMFYcW8Zy_p1nY9kC,Wayne,1 month ago,1510962239858,Wherever men are....Hollywood?....Yep.....Wherever men are.....As long as men have been on the earth.,0,/Negative/,Negative,0.713
,,,,,,,,Ugycq3d0rXcJQLHKUKh4AaABAg.8Zy_EjMFYcW8Zy_zgLBNfr,AboutMyFathersWork Always,1 month ago,1510962239861,Dennis Staughton Right those guys are not any better. I just hope people can see the one thing all these people have in common. I don't think I have to spell it out.,0,/Negative/,Negative,0.822
,,,,,,,,Ugycq3d0rXcJQLHKUKh4AaABAg.8Zy_EjMFYcW8Zya7HvHUvT,AboutMyFathersWork Always,1 month ago,1510962239863,Mark Danis lol not just  Alabama either. This is a world wide problem.,0,/Positive/,Positive,0.984
,,,,,,,,Ugycq3d0rXcJQLHKUKh4AaABAg.8Zy_EjMFYcW8ZyaF68vY2p,AboutMyFathersWork Always,1 month ago,1510962239866,Wayne I agree. The fact that it is coming out to the front of the class should be a sign to people that there are other powers at work here.,0,/Negative/,Negative,0.783
UgyPTBdgqp19Y9D84Lh4AaABAg,Flying Man,1 month ago,1510962239453,Lol is there any celebrity left that isn't a sexual predator/rapist ?,6,true,3,,,,,,,/Neutral/,Neutral,0.943
,,,,,,,,UgyPTBdgqp19Y9D84Lh4AaABAg.8Zy_EJ1G8JI8Zya4zSS8CX,Don,1 month ago,1510962239815,"I'm putting all my chips on Tom Hanks.  If there's dirt on him, I give up.",0,/Negative/,Negative,0.49
,,,,,,,,UgyPTBdgqp19Y9D84Lh4AaABAg.8Zy_EJ1G8JI8Zya7B5H3Pa,Retroactive Continuity,1 month ago,1510962239818,Stephen Hawking. But only because he's disabled!,1,/Negative/,Negative,0.854
,,,,,,,,UgyPTBdgqp19Y9D84Lh4AaABAg.8Zy_EJ1G8JI8ZyaNQ7jdIS,Tee Jay,1 month ago,1510962239820,Flying Man it's a cult,0,/Neutral/,Neutral,0.518
UgyRRu0wsOEquaYN9ip4AaABAg,canmen scan,1 month ago,1510962239458,a movie star would stay at laquonta inn?,1,true,3,,,,,,,/Negative/,Negative,0.68
,,,,,,,,UgyRRu0wsOEquaYN9ip4AaABAg.8Zy_DvseZ4O8Zy_hNa-v_c,Maurice Smith,1 month ago,1510962239912,canmen scan that's what thought.,0,/Neutral/,Neutral,0.863
,,,,,,,,UgyRRu0wsOEquaYN9ip4AaABAg.8Zy_DvseZ4O8ZyaXniLsVv,Tee Jay,1 month ago,1510962239914,canmen scan where else would a predator go oh yeah where people are not rich so it's easier to get a prey or buy your way out.,0,/Positive/,Positive,0.764
,,,,,,,,UgyRRu0wsOEquaYN9ip4AaABAg.8Zy_DvseZ4O8ZydhUq88vC,Mere Dumais,1 month ago,1510962239916,canmen scan I caught that as well - it was the only shocking detail in this video !,0,/Positive/,Positive,0.451
UgwwqfnwIqq9RYA1ZpB4AaABAg,lola bigcups,1 month ago,1510962239462,"Lawd, Danny Zucko out here eating groceries!",5,true,2,,,,,,,/Negative/,Negative,0.566
,,,,,,,,UgwwqfnwIqq9RYA1ZpB4AaABAg.8Zy_C-5mdnQ8Zy_e8e-p5W,The Real Lobster,1 month ago,1510962239830,"lola bigcups zucko, and Vincent Vega",1,/Positive/,Positive,0.996
,,,,,,,,UgwwqfnwIqq9RYA1ZpB4AaABAg.8Zy_C-5mdnQ8ZyaBwoxuPW,Retroactive Continuity,1 month ago,1510962239833,lol bigcups - Lol! Sick.,1,/Positive/,Positive,0.744
UgxjJ-u_8HvIvK6_vgN4AaABAg,Sam Shepard,1 month ago,1510962240592,Police  said there was no 'HARD' evidence.,7,true,1,,,,,,,/Negative/,Negative,0.998
,,,,,,,,UgxjJ-u_8HvIvK6_vgN4AaABAg.8Zy_BCDZr3o8ZyaaWjVBWo,Tee Jay,1 month ago,1510962240996,Sam Shepard 😂😂,0,/Neutral/,Neutral,0.994
UgwmQcg_3WegKTxnWoR4AaABAg,Wall St Tech,1 month ago,1510962240596,Three Farting Stooges seems appropriate now...,0,false,0,,,,,,,/Negative/,Negative,0.625
UgzMKdRN3_mDtXucb5h4AaABAg,OldTrafford King,1 month ago,1510962240599,This is Waylon Smithers wet dream right here. 😂😂😂😂😂,0,false,0,,,,,,,/Positive/,Positive,0.998
UgxH6Uk9KsYJ5om_lMV4AaABAg,Gregory Moody,1 month ago,1510962240602,"""For you Progressives you won't do this"" Did Cenk just say Progressives don't jump to conclusions. LOL.",0,true,2,,,,,,,/Negative/,Negative,0.92
,,,,,,,,UgxH6Uk9KsYJ5om_lMV4AaABAg.8Zy_8htzJm_8ZyikgIvbgf,Jeremy Black,1 month ago,1510962241026,Why is that funny?,0,/Negative/,Negative,0.994
,,,,,,,,UgxH6Uk9KsYJ5om_lMV4AaABAg.8Zy_8htzJm_8ZyixEYZwsJ,Gregory Moody,1 month ago,1510962241030,its funny cause he is full of it.,0,/Positive/,Positive,0.969
UgzsTm-VQ3bVsESi5-F4AaABAg,derwyn owen,1 month ago,1510962240605,i hope this story has a happy ending.......................,4,false,0,,,,,,,/Positive/,Positive,0.998
UgwP5jH-B3dcOi2V3P14AaABAg,Bria,1 month ago,1510962240609,I thought we been knew he was gay. He always had some feminine tendencies about him. 😂😂😂,20,true,10,,,,,,,/Positive/,Positive,0.834
,,,,,,,,UgwP5jH-B3dcOi2V3P14AaABAg.8Zy_14CB7Aw8Zy_bhu68_-,Dennis Staughton,1 month ago,1510962241114,"Bria gay doesn't equal molester, no matter how many times you repeat your mantra.",0,/Negative/,Negative,0.996
,,,,,,,,UgwP5jH-B3dcOi2V3P14AaABAg.8Zy_14CB7Aw8ZyaPBCsgEW,Bria,1 month ago,1510962241117,Dennis Staughton what? I'm just talking about his sexuality. You thinking too hard. It's not that deep fam. Go be offended over something more trivial. 🤣😂,5,/Negative/,Negative,0.934
,,,,,,,,UgwP5jH-B3dcOi2V3P14AaABAg.8Zy_14CB7Aw8ZydgrLx6ar,BL4CK KN1G8T,1 month ago,1510962241119,"Dennis Staughton
Being gay does make you 20 times more likely to be a pedophile.
And the amount of men coming out accusing other men of sexual harassment compared to women would suggest that it makes you a greater chance of abuse as well.",0,/Negative/,Negative,0.502
,,,,,,,,UgwP5jH-B3dcOi2V3P14AaABAg.8Zy_14CB7Aw8ZygS_I6lb8,BL4CK KN1G8T,1 month ago,1510962241121,"Expert Opinion
Yes it does many gay men have feminine tendencies.  Gay is also a term for feminine men.

Just as lesbians tend to be masculine.",2,/Positive/,Positive,0.986
,,,,,,,,UgwP5jH-B3dcOi2V3P14AaABAg.8Zy_14CB7Aw8ZykRBZaGnS,BL4CK KN1G8T,1 month ago,1510962241123,"Expert Opinion
No, they are to do with with behaviour and mannerisms, and a lot of gay men have a feminine mannerisms.",0,/Negative/,Negative,0.699
,,,,,,,,UgwP5jH-B3dcOi2V3P14AaABAg.8Zy_14CB7Aw8ZzAwq9FreQ,Stigmata Martyr,1 month ago,1510962241126,Tom Cruise too. 😂 Girrrl.,0,/Positive/,Positive,0.785
,,,,,,,,UgwP5jH-B3dcOi2V3P14AaABAg.8Zy_14CB7Aw8ZzdQEQNcve,Bria,1 month ago,1510962241128,Stigmata Martyr straight fruity pebbles. Like don't no grown man jump up on a couch for joy. I have the best gaydar though. I knew Ricky Martin was gay before he did 😂😂😂,0,/Positive/,Positive,0.547
,,,,,,,,UgwP5jH-B3dcOi2V3P14AaABAg.8Zy_14CB7Aw8ZzeAOUIP8-,Bria,1 month ago,1510962241130,"Expert Opinion not every gay man is feminine, but every feminine man is gay. 🙃🐸☕",1,/Negative/,Negative,0.988
,,,,,,,,UgwP5jH-B3dcOi2V3P14AaABAg.8Zy_14CB7Aw8_-99QQUE_1,karma delivery,1 month ago,1510962241132,Bria faxx!!!,0,/Negative/,Negative,0.988
,,,,,,,,UgwP5jH-B3dcOi2V3P14AaABAg.8Zy_14CB7Aw8_-9EGvF53F,karma delivery,1 month ago,1510962241135,"Expert Opinion dude it was a joke lighten up,how do you survive day to day being this sensitive?",0,/Negative/,Negative,0.459
UgysdT9zcsUz7SHmdvV4AaABAg,Lynda Brown,1 month ago,1510962240613,"Tep,  the National Enquirer broke this ""news"" years ago!",4,false,0,,,,,,,/Negative/,Negative,0.742
Ugwv4hcWx2rCL4XICal4AaABAg,Don,1 month ago,1510962240616,More shocking news about Travolta - he wears a rug.,6,true,2,,,,,,,/Neutral/,Neutral,0.457
,,,,,,,,Ugwv4hcWx2rCL4XICal4AaABAg.8ZyZyMo38m68Zy_pBLupV9,Dennis Staughton,1 month ago,1510962240976,"Don I hope he munches carpets better than he wears rugs.  Oops, I meant eats ass.",3,/Positive/,Positive,0.986
,,,,,,,,Ugwv4hcWx2rCL4XICal4AaABAg.8ZyZyMo38m68ZyaNtVUr0u,Don,1 month ago,1510962240979,I could have done without the ass licking portion of that story.,0,/Negative/,Negative,0.996
Ugzez1yBq00zKaQd2uV4AaABAg,Marvin the Martian,1 month ago,1510962240620,Damn dude I'm afraid to enjoy any tv shows/movies at this point lol shit is wild,20,true,2,,,,,,,/Positive/,Positive,0.547
,,,,,,,,Ugzez1yBq00zKaQd2uV4AaABAg.8ZyZvBgEZUu8Zyaml1aRCg,Tee Jay,1 month ago,1510962241010,Marvin the Martian yep I cut cable off when I realize what I was helping to promote.,2,/Positive/,Positive,0.967
,,,,,,,,Ugzez1yBq00zKaQd2uV4AaABAg.8ZyZvBgEZUu8Zyha-Cy-u6,Reticularimis Mariocuomos,1 month ago,1510962241012,"Marvin the Martian no, you can enjoy it! Just don't put them on a pedestal! If I ever see trovalta I'll tell him loves you in pulp fiction, also did you rape anyone today! Lol 😂 laugh in his face and walk away!!",2,/Positive/,Positive,0.986
UgxSI5DLVDTlzYuu6lV4AaABAg,Meno Passini,1 month ago,1510962240623,We don't need all the details.,2,false,0,,,,,,,/Negative/,Negative,0.926
UgyKquRMuOWxAUn02np4AaABAg,AegisEpoch,1 month ago,1510962240626,"He's been getting accused for a while though..
why did the guy go into the steam room with him, and let travolta massage him though?
i mean really though, i dont think a woman would have done that.",2,false,0,,,,,,,/Negative/,Negative,0.963
Ugwhj2LJIbYwN1mrvTt4AaABAg,Czr S,1 month ago,1510962240629,Dude come on this guys should have walked out. Seriously nothing with being gay but if you're a straight male this would send a male running!,3,true,2,,,,,,,/Negative/,Negative,0.998
,,,,,,,,Ugwhj2LJIbYwN1mrvTt4AaABAg.8ZyZu0h-cIE8Zyive325rC,Gracie P.,1 month ago,1510962240987,"Czr S  This would send anyone running. It's not a gay/straight situation - had the celebrity been straight and the massage therapist been female, it would be the same thing. Going by the information given, this guy led Travolta on. At no point was there physical or verbal coersion, just inappropriate comments. If his bare butt was groped, it was not in the massage room as he would have been clothed. The moment he stepped into the steam room in nothing but a towel (definitely not part of his job) after Travolta had made his desires very clear without being threatening, he loses all credibility to me. He also consented to Travolta massaging him, and it ended when he asked him to stop. By making what seem to be false allegations, he makes it less likely for real victims to be believed.  Imagine how hard it was for Weinstein or Spacey's victims to come forward. That took real courage.",0,/Negative/,Negative,0.936
,,,,,,,,Ugwhj2LJIbYwN1mrvTt4AaABAg.8ZyZu0h-cIE8Zyj3wZoz4o,Czr S,1 month ago,1510962240990,Gracie P. I agree.,0,/Positive/,Positive,0.719
UgwyfYgwNkGQmUOcrBR4AaABAg,MystBunnyGaming,1 month ago,1510962240632,I gotta appreciate the fact that you guys are reporting on this without jumping to conclusions. It's been a source of frustration recently and I'm glad you guys are working towards more rational discussion.,0,false,0,,,,,,,/Positive/,Positive,0.963
UgwhnNBgVQpJwN1_fN14AaABAg,hellcat1988,1 month ago,1510962240636,"This isn't the first time I've heard about this...  It may not be the same guy, but I'm sure I've heard about Travolta getting handsy with a guy before.",1,false,0,,,,,,,/Negative/,Negative,0.785
UgxwLdcslmpHX2HCct94AaABAg,ChrisMctwist,1 month ago,1510962240639,"It’s massage therapist not masseuse. I’m a licensed massage therapist in nyc, everyone has a story and I heard Travolts has been banned at certain nyc spas",5,false,0,,,,,,,/Negative/,Negative,0.613
UgyOvBfvGZe1GZUE8DJ4AaABAg,Keegan Calhoun,1 month ago,1510962240641,“Progressive” cenk makes joke about tom cruise being gay. Sweeeeett,2,true,2,,,,,,,/Negative/,Negative,0.883
,,,,,,,,UgyOvBfvGZe1GZUE8DJ4AaABAg.8ZyZfrtMd7Z8Zy_USWfx5t,FleivaSleiva,1 month ago,1510962240966,Bruh dont you watch south park? >:P,0,/Positive/,Positive,0.754
,,,,,,,,UgyOvBfvGZe1GZUE8DJ4AaABAg.8ZyZfrtMd7Z8ZybDPRyna6,Tamas Marcuis,1 month ago,1510962240968,"South Park did an entire episode on Tom Cruise not coming out of the closet,                     in Stan's bedroom.",0,/Negative/,Negative,0.469
UgwCsMqJm8GGk6kyout4AaABAg,JL HERNANDEZ,1 month ago,1510962240645,"I don't know but that guy was asking for it, you jumped into a steam room with a guy that's hitting on you, wait then you let him massage you wtf.. dude is bugging out",4,true,1,,,,,,,/Negative/,Negative,0.756
,,,,,,,,UgwCsMqJm8GGk6kyout4AaABAg.8ZyZazu8R0a8ZybJBSP11b,lenvm,1 month ago,1510962240958,jose hernandez Seriously ... I can’t believe anyone could call the story (as Ana related it) “sexual battery.” Sounds like this was a come-on that was partly encouraged until the guy panicked and ran. Is every rejection going to be classified as battery now?,1,/Negative/,Negative,0.977
UgxCNKeFCaA81ffxtCF4AaABAg,Canner,1 month ago,1510962240649,Why do gay men rape young boys?,6,true,6,,,,,,,/Negative/,Negative,0.998
,,,,,,,,UgxCNKeFCaA81ffxtCF4AaABAg.8ZyZWPOZGnX8ZyZhJExlkx,CarpenterSound,1 month ago,1510962241064,Because they like guys and they're pedophiles. Why do straight men rape girls? Seriously one of the dumbest comments I've ever read on Youtube.,5,/Negative/,Negative,0.98
,,,,,,,,UgxCNKeFCaA81ffxtCF4AaABAg.8ZyZWPOZGnX8ZyZioBmSMt,OctobersVeryOwn2477,1 month ago,1510962241068,"That’s a very narrow minded statement, not all gay men are pedophiles.",4,/Negative/,Negative,0.938
,,,,,,,,UgxCNKeFCaA81ffxtCF4AaABAg.8ZyZWPOZGnX8Zy_Ayfe6De,liberalgirl ontheleft,1 month ago,1510962241070,"Canner 
pedophiles rape young boys. male or female, straight or gay, still a pedophile. they rape young girls too, look at Roy Moore.",3,/Negative/,Negative,0.752
,,,,,,,,UgxCNKeFCaA81ffxtCF4AaABAg.8ZyZWPOZGnX8Zyax7kz9sT,Tamas Marcuis,1 month ago,1510962241072,The same reason straight men rape young girls. Question answered.,2,/Negative/,Negative,0.973
,,,,,,,,UgxCNKeFCaA81ffxtCF4AaABAg.8ZyZWPOZGnX8ZyfhR86gkh,Gracie P.,1 month ago,1510962241074,"Tamas Marcuis  Thank you. I'd hate for this to become a gay/straight thing. Kevin Spacey tying his sexual assaults on teens to coming out and ""choosing to live my life as a gay man"" is a real problem. Whatever happened here was not because of sexual preference.",0,/Positive/,Positive,0.512
,,,,,,,,UgxCNKeFCaA81ffxtCF4AaABAg.8ZyZWPOZGnX8ZyiyeIkfsB,Jeremy Black,1 month ago,1510962241076,"This is a terrorist attack. It is an attempt to kill gay people . The attack is ""gay men are pedophiles""",0,/Negative/,Negative,0.988
Ugy157Mqwmjw6Mt4gxh4AaABAg,ghost reader,1 month ago,1510962240653,Ana doesn't sound with a hoarse voice any longer! Feeling better?,0,false,0,,,,,,,/Negative/,Negative,0.5
Ugw9AXsZPSXjUMSFLlJ4AaABAg,meezy,1 month ago,1510962240655,Ohhh boy,0,false,0,,,,,,,/Positive/,Positive,0.998
Ugw4LPRZl5VF4x5AmYl4AaABAg,Hakeem Haye,1 month ago,1510962241858,"Old story family guy even did a skit about this. Very old, South Park did too",13,false,0,,,,,,,/Negative/,Negative,0.926
UgyIio-SS0YlsbCMujV4AaABAg,Robert Morales,1 month ago,1510962241861,Scientology made him do it.,9,true,2,,,,,,,/Positive/,Positive,0.906
,,,,,,,,UgyIio-SS0YlsbCMujV4AaABAg.8ZyZIfRu6Xc8ZyZbPSTjlr,Don,1 month ago,1510962242333,"I think Scientology is the biggest reason he can't come out of the closet.  They pretend to be against gays, even though you can't tell me the head guy and Tom Cruise aren't more than just friends.",0,/Negative/,Negative,0.861
,,,,,,,,UgyIio-SS0YlsbCMujV4AaABAg.8ZyZIfRu6Xc8Zybkwk_Hav,Tamas Marcuis,1 month ago,1510962242335,"So Scientology tells all it's marks dupes targets or whatever , That being gay is the worst thing imaginable.
Also all the inter galactic space warlord stuff.
I think it also tells them that building an aircraft hanger for Tom Cruise free of charge is really important.",0,/Negative/,Negative,0.988
UgxelZQyGgFbUqEC5vR4AaABAg,Daenerys Targaryen,1 month ago,1510962241865,Cant wait for ana to file charges on cenk.,5,true,2,,,,,,,/Negative/,Negative,0.947
,,,,,,,,UgxelZQyGgFbUqEC5vR4AaABAg.8ZyZIN0B_dK8ZyZNX-cvNS,BL4CK KN1G8T,1 month ago,1510962242230,For Genocide Denial against her people?,2,/Neutral/,Neutral,0.57
,,,,,,,,UgxelZQyGgFbUqEC5vR4AaABAg.8ZyZIN0B_dK8ZybmoLK4HF,TollFree999,1 month ago,1510962242233,BC you only believe sexual misconduct allegations when they arent against white Republican men?,0,/Negative/,Negative,0.912
Ugya91vX4LiabP_a-q94AaABAg,Narc 1820,1 month ago,1510962241868,I heard about this story years ago.,9,true,1,,,,,,,/Positive/,Positive,0.771
,,,,,,,,Ugya91vX4LiabP_a-q94AaABAg.8ZyZCEFxdDE8ZyZHCkTi6C,Awful Dr. Orlof,1 month ago,1510962242317,"Narc 1820

Me too.",0,/Neutral/,Neutral,0.748
Ugz0Yyot4MUuaROH88d4AaABAg,Ronald Finkley,1 month ago,1510962241874,Yup Tom Cruise is gay no I'm just kidding laugh,4,true,4,,,,,,,/Negative/,Negative,0.893
,,,,,,,,Ugz0Yyot4MUuaROH88d4AaABAg.8ZyZBIAeLm28ZyZV3tUu9k,Brent Showers,1 month ago,1510962242262,Ronald Finkley wouldn’t doubt it now,2,/Negative/,Negative,0.951
,,,,,,,,Ugz0Yyot4MUuaROH88d4AaABAg.8ZyZBIAeLm28ZyZijmQUzE,Daenerys Targaryen,1 month ago,1510962242264,"Didnt u see him on oprah way back

Toms a polesmoker",1,/Positive/,Positive,0.516
